20200323,ADMA BIOLOGICS, INC.,Health Issues,,0.0
20200720,ADMA BIOLOGICS, INC.,Health Issues,,0.0
20201021,ADMA BIOLOGICS, INC.,,,0.0
20210118,ADMA BIOLOGICS, INC.,Defense,,0.0
20210419,ADMA BIOLOGICS, INC.,Health Issues   Defense,,10000.0
20210719,ADMA BIOLOGICS, INC.,Health Issues   Defense,,0.0
20211019,ADMA BIOLOGICS, INC.,Health Issues   Defense,,10000.0
20220118,ADMA BIOLOGICS, INC.,Defense,,10000.0
20220418,ADMA BIOLOGICS, INC.,Defense,,10000.0
